pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
32591191,Irreversible Electroporation for Locally Advanced Pancreatic Cancer.,2020,Techniques in vascular and interventional radiology,open access,True,hybrid,,https://doi.org/10.1016/j.tvir.2020.100675,corpus/by-pmid/32591191.md
32600158,A Roadmap for the Success of Oncolytic Parvovirus-Based Anticancer Therapies.,2020,Annual review of virology,open access,True,bronze,,https://www.annualreviews.org/doi/pdf/10.1146/annurev-virology-012220-023606,corpus/by-pmid/32600158.md
32623477,Potent anti-myeloma efficacy of dendritic cell therapy in combination with pomalidomide and programmed death-ligand 1 blockade in a preclinical model of multiple myeloma.,2021,"Cancer immunology, immunotherapy : CII",open access,True,green,PMC10973756,https://www.ncbi.nlm.nih.gov/pmc/articles/10973756,corpus/by-pmid/32623477.md
32659252,Lenvatinib for hepatocellular carcinoma: From preclinical mechanisms to anti-cancer therapy.,2020,Biochimica et biophysica acta. Reviews on cancer,open access,True,hybrid,,https://doi.org/10.1016/j.bbcan.2020.188391,corpus/by-pmid/32659252.md
32660279,Intranodal Administration of Neoantigen Peptide-loaded Dendritic Cell Vaccine Elicits Epitope-specific T Cell Responses and Clinical Effects in a Patient with Chemorefractory Ovarian Cancer with Malignant Ascites.,2021,Immunological investigations,open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.1080/08820139.2020.1778721?needAccess=true,corpus/by-pmid/32660279.md
32663191,S1PR4 ablation reduces tumor growth and improves chemotherapy via CD8+ T cell expansion.,2020,The Journal of clinical investigation,open access,True,bronze,PMC7524469,http://www.jci.org/articles/view/136928/files/pdf,corpus/by-pmid/32663191.md
32682455,CRISPR-Cas12a with an oAd Induces Precise and Cancer-Specific Genomic Reprogramming of EGFR and Efficient Tumor Regression.,2020,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,hybrid,PMC7545006,http://www.cell.com/article/S1525001620303543/pdf,corpus/by-pmid/32682455.md
32693699,CAR T cell therapy.,2021,Immunological medicine,open access,True,diamond,,https://www.tandfonline.com/doi/pdf/10.1080/25785826.2020.1796063?needAccess=true,corpus/by-pmid/32693699.md
32735779,Engineering CAR-T Cells for Next-Generation Cancer Therapy.,2020,Cancer cell,open access,True,bronze,,http://www.cell.com/article/S1535610820303664/pdf,corpus/by-pmid/32735779.md
32787343,BReast CAncer (BRCA) gene mutations as an emerging biomarker for the treatment of gastrointestinal malignancies.,2020,Chinese clinical oncology,open access,True,diamond,PMC12335815,https://cco.amegroups.com/article/viewFile/49144/pdf,corpus/by-pmid/32787343.md
32898975,High Intensity Focused Ultrasound Hemigland Ablation for Prostate Cancer: Initial Outcomes of a United States Series.,2020,The Journal of urology,open access,True,bronze,,https://www.auajournals.org/doi/pdf/10.1097/JU.0000000000001126,corpus/by-pmid/32898975.md
32904847,Newcastle disease virus suppress glycolysis pathway and induce breast cancer cells death.,2020,Virusdisease,open access,True,green,PMC7458979,https://www.ncbi.nlm.nih.gov/pmc/articles/7458979,corpus/by-pmid/32904847.md
32920508,Novel cellular immunotherapy using NKG2D CAR-T for the treatment of cervical cancer.,2020,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2020.110562,corpus/by-pmid/32920508.md
32924612,5-Aminolevulinic acid hydrochloride loaded microbubbles-mediated sonodynamic therapy in pancreatic cancer cells.,2020,"Artificial cells, nanomedicine, and biotechnology",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/21691401.2020.1813743?needAccess=true,corpus/by-pmid/32924612.md
32930107,Tanapoxvirus: From discovery towards oncolytic immunovirotherapy.,2020,Journal of cancer research and therapeutics,open access,True,diamond,,https://doi.org/10.4103/jcrt.jcrt_157_18,corpus/by-pmid/32930107.md
32950757,A fast full-wave solver for calculating ultrasound propagation in the body.,2021,Ultrasonics,open access,True,green,,https://discovery.ucl.ac.uk/10110819/1/1-s2.0-S0041624X20301797-main.pdf,corpus/by-pmid/32950757.md
32980465,The outstanding antitumor capacity of CD4+ T helper lymphocytes.,2020,Biochimica et biophysica acta. Reviews on cancer,open access,True,hybrid,,https://doi.org/10.1016/j.bbcan.2020.188439,corpus/by-pmid/32980465.md
32988908,Clinical Efficacy of Tumor Treating Fields for Newly Diagnosed Glioblastoma.,2020,Anticancer research,open access,True,bronze,,https://ar.iiarjournals.org/content/anticanres/40/10/5801.full.pdf,corpus/by-pmid/32988908.md
33016924,mRNA vaccine-induced neoantigen-specific T cell immunity in patients with gastrointestinal cancer.,2020,The Journal of clinical investigation,open access,True,bronze,PMC7598064,http://www.jci.org/articles/view/134915/files/pdf,corpus/by-pmid/33016924.md
33037407,"Gene therapy and gene correction: targets, progress, and challenges for treating human diseases.",2022,Gene therapy,open access,True,bronze,,https://www.nature.com/articles/s41434-020-00197-8.pdf,corpus/by-pmid/33037407.md
33082213,PARP Inhibitors in Cancer Diagnosis and Therapy.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/6/1585/3092674/1585.pdf,corpus/by-pmid/33082213.md
33084332,pH-Sensitive Nanoparticles Codelivering Docetaxel and Dihydroartemisinin Effectively Treat Breast Cancer by Enhancing Reactive Oxidative Species-Mediated Mitochondrial Apoptosis.,2021,Molecular pharmaceutics,open access,True,hybrid,,https://doi.org/10.1021/acs.molpharmaceut.0c00432,corpus/by-pmid/33084332.md
33086019,An overview of potential novel mechanisms of action underlying Tumor Treating Fields-induced cancer cell death and their clinical implications.,2021,International journal of radiation biology,open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.1080/09553002.2020.1837984?needAccess=true,corpus/by-pmid/33086019.md
33095464,Investigators aim to increase CAR T-cell research and extend its reach: A new initiative by the National Cancer Institute could help this life-saving treatment reach more patients with advanced cancers.,2020,Cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.33276,corpus/by-pmid/33095464.md
33097661,Targeted CRISPR screening identifies PRMT5 as synthetic lethality combinatorial target with gemcitabine in pancreatic cancer cells.,2020,Proceedings of the National Academy of Sciences of the United States of America,open access,True,green,PMC7668168,https://www.ncbi.nlm.nih.gov/pmc/articles/7668168,corpus/by-pmid/33097661.md
33109489,Targeting the DNA Repair Enzyme Polymerase θ in Cancer Therapy.,2021,Trends in cancer,open access,True,bronze,,http://www.cell.com/article/S2405803320302636/pdf,corpus/by-pmid/33109489.md
33138715,Therapeutics Targeting Mutant KRAS.,2021,Annual review of medicine,open access,True,bronze,,https://www.annualreviews.org/doi/pdf/10.1146/annurev-med-080819-033145,corpus/by-pmid/33138715.md
33176972,Advanced Prostate Cancer with ATM Loss: PARP and ATR Inhibitors.,2021,European urology,open access,True,hybrid,,https://doi.org/10.1016/j.eururo.2020.10.029,corpus/by-pmid/33176972.md
33183957,Cytokines in oncolytic virotherapy.,2020,Cytokine & growth factor reviews,open access,True,hybrid,,https://doi.org/10.1016/j.cytogfr.2020.10.007,corpus/by-pmid/33183957.md
33189686,A Novel In Vitro Device to Deliver Induced Electromagnetic Fields to Cell and Tissue Cultures.,2020,Biophysical journal,open access,True,green,PMC7822734,https://arxiv.org/pdf/2011.09698,corpus/by-pmid/33189686.md
33202035,Critical cancer vulnerabilities identified by unbiased CRISPR/Cas9 screens inform on efficient cancer Immunotherapy.,2020,European journal of immunology,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eji.202048712,corpus/by-pmid/33202035.md
33205974,Mitochondria-Targeted Polyamidoamine Dendrimer-Curcumin Construct for Hepatocellular Cancer Treatment.,2020,Molecular pharmaceutics,open access,True,green,,https://ruj.uj.edu.pl/handle/item/549947,corpus/by-pmid/33205974.md
33214663,"The intrinsic immunogenic properties of cancer cell lines, immunogenic cell death, and how these influence host antitumor immune responses.",2021,Cell death and differentiation,open access,True,bronze,PMC7937679,https://www.nature.com/articles/s41418-020-00658-y.pdf,corpus/by-pmid/33214663.md
33227699,CRISPR technology: The engine that drives cancer therapy.,2021,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2020.111007,corpus/by-pmid/33227699.md
33232480,Next-generation cell therapies: the emerging role of CAR-NK cells.,2020,Blood advances,open access,True,gold,PMC7686910,https://ashpublications.org/bloodadvances/article-pdf/4/22/5868/1790745/advancesadv2020002547c.pdf,corpus/by-pmid/33232480.md
33262065,New viral vectors for infectious diseases and cancer.,2020,Seminars in immunology,open access,True,hybrid,,https://doi.org/10.1016/j.smim.2020.101430,corpus/by-pmid/33262065.md
33275680,Practical aspects of building a new immunotherapy program: the future of cell therapy.,2020,Hematology. American Society of Hematology. Education Program,open access,True,bronze,PMC7727545,https://ashpublications.org/hematology/article-pdf/2020/1/579/1795069/hem2020000144c.pdf,corpus/by-pmid/33275680.md
33275752,Next-generation cell therapies: the emerging role of CAR-NK cells.,2020,Hematology. American Society of Hematology. Education Program,open access,True,bronze,PMC7727537,https://ashpublications.org/hematology/article-pdf/2020/1/570/1795161/hem2020002547c.pdf,corpus/by-pmid/33275752.md
33275888,The Oncogenic Helicase ALC1 Regulates PARP Inhibitor Potency by Trapping PARP2 at DNA Breaks.,2020,Molecular cell,open access,True,bronze,,http://www.cell.com/article/S1097276520306924/pdf,corpus/by-pmid/33275888.md
33359260,Ascorbate kills breast cancer cells by rewiring metabolism via redox imbalance and energy crisis.,2021,Free radical biology & medicine,open access,True,bronze,,https://www.sciencedirect.com/science/article/pii/S0891584920316750,corpus/by-pmid/33359260.md
33360156,Role of non-coding RNAs in modulating the response of cancer cells to paclitaxel treatment.,2021,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2020.111172,corpus/by-pmid/33360156.md
33360327,Salvage surgery for locally recurrent anal cancer after intensity modulated radiation therapy with concurrent chemotherapy.,2021,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2020.100287,corpus/by-pmid/33360327.md
33370632,Crosstalk between oncolytic viruses and autophagy in cancer therapy.,2021,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2020.110932,corpus/by-pmid/33370632.md
33388736,"[Sarcopenia - 2021: Pathophysiology, diagnosis, therapy].",2021,Orvosi hetilap,open access,True,hybrid,,https://akjournals.com/downloadpdf/journals/650/162/1/article-p3.pdf,corpus/by-pmid/33388736.md
33394264,"A contemporary update on glioblastoma: molecular biology, current management, and a vision towards bio-adaptable personalized care.",2021,Journal of neuro-oncology,open access,True,green,PMC11572544,https://www.ncbi.nlm.nih.gov/pmc/articles/11572544,corpus/by-pmid/33394264.md
33411885,Multifunctional Applications of Engineered Extracellular Vesicles in the Treatment of Cancer.,2021,Endocrinology,open access,True,bronze,PMC8502448,https://academic.oup.com/endo/article-pdf/162/3/bqaa250/41793239/bqaa250.pdf,corpus/by-pmid/33411885.md
33419801,Development of New Oncolytic Virotherapy Targeting Breast Cancer Using Coxsackievirus B3.,2021,Anticancer research,open access,True,bronze,,https://ar.iiarjournals.org/content/anticanres/41/1/81.full.pdf,corpus/by-pmid/33419801.md
33422376,Capitalizing on Synthetic Lethality of MYC to Treat Cancer in the Digital Age.,2021,Trends in pharmacological sciences,open access,True,bronze,,http://www.cell.com/article/S0165614720302807/pdf,corpus/by-pmid/33422376.md
33434379,In-vitro and In-vivo Photocatalytic Cancer Therapy with Biocompatible Iridium(III) Photocatalysts.,2021,Angewandte Chemie (International ed. in English),open access,True,green,,https://resolver.sub.uni-goettingen.de/purl?gro-2/137978,corpus/by-pmid/33434379.md
33451980,A MET Targeting Antibody-Drug Conjugate Overcomes Gemcitabine Resistance in Pancreatic Cancer.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/7/2100/3089018/2100.pdf,corpus/by-pmid/33451980.md
33481190,Visualization of the Oncolytic Alphavirus M1 Life Cycle in Cancer Cells.,2021,Virologica Sinica,open access,True,green,PMC8379316,https://www.ncbi.nlm.nih.gov/pmc/articles/8379316,corpus/by-pmid/33481190.md
33482584,Chemical generation of small molecule-based bispecific antibody-drug conjugates for broadening the target scope.,2021,Bioorganic & medicinal chemistry,open access,True,bronze,,https://www.sciencedirect.com/science/article/am/pii/S0968089621000213,corpus/by-pmid/33482584.md
33491552,Differential regulation of LRRC37A2 in gastric cancer by DNA methylation.,2022,Epigenetics,open access,True,bronze,PMC8812763,https://www.tandfonline.com/doi/pdf/10.1080/15592294.2021.1878724?needAccess=true&role=button,corpus/by-pmid/33491552.md
33497609,In vivo screens using a selective CRISPR antigen removal lentiviral vector system reveal immune dependencies in renal cell carcinoma.,2021,Immunity,open access,True,bronze,,http://www.cell.com/article/S1074761321000017/pdf,corpus/by-pmid/33497609.md
33499700,microRNA-21: a key modulator in oncogenic viral infections.,2021,RNA biology,open access,True,green,PMC8078529,https://www.ncbi.nlm.nih.gov/pmc/articles/8078529,corpus/by-pmid/33499700.md
33504551,The PSMA-targeting Half-life Extended BiTE Therapy AMG 160 has Potent Antitumor Activity in Preclinical Models of Metastatic Castration-resistant Prostate Cancer.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/10/2928/3083087/2928.pdf,corpus/by-pmid/33504551.md
33556161,Inhibiting protein phosphatase 2A increases the antitumor effect of protein arginine methyltransferase 5 inhibition in models of glioblastoma.,2021,Neuro-oncology,open access,True,hybrid,PMC8408848,https://academic.oup.com/neuro-oncology/article-pdf/23/9/1481/40186677/noab014.pdf,corpus/by-pmid/33556161.md
33561397,Targeting the Microbiome to Overcome Resistance.,2021,Cancer cell,open access,True,bronze,,http://www.cell.com/article/S153561082100060X/pdf,corpus/by-pmid/33561397.md
33563632,Continuing to Broaden Eligibility Criteria to Make Clinical Trials More Representative and Inclusive: ASCO-Friends of Cancer Research Joint Research Statement.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,PMC12486295,https://aacrjournals.org/clincancerres/article-pdf/27/9/2394/3089582/2394.pdf,corpus/by-pmid/33563632.md
33565092,Potential of enhancer of zeste homolog 2 inhibitors for the treatment of SWI/SNF mutant cancers and tumor microenvironment modulation.,2021,Drug development research,open access,True,green,,https://ruj.uj.edu.pl/xmlui/handle/item/281493,corpus/by-pmid/33565092.md
33593882,Mutations in the IFNγ-JAK-STAT Pathway Causing Resistance to Immune Checkpoint Inhibitors in Melanoma Increase Sensitivity to Oncolytic Virus Treatment.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/12/3432/3090270/3432.pdf,corpus/by-pmid/33593882.md
33608117,Underappreciated Roles of DNA Polymerase δ in Replication Stress Survival.,2021,Trends in genetics : TIG,open access,True,bronze,,http://www.cell.com/article/S0168952520303334/pdf,corpus/by-pmid/33608117.md
33612045,High-intensity focused ultrasound ablation in the treatment of recurrent ovary cancer and metastatic pelvic tumors: a feasibility study.,2021,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2021.1889698?needAccess=true,corpus/by-pmid/33612045.md
33615955,The efficacy of a new high-intensity focused ultrasound therapy for metastatic pancreatic cancer.,2021,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2021.1876252?needAccess=true,corpus/by-pmid/33615955.md
33631125,Re-defining synthetic lethality by phenotypic profiling for precision oncology.,2021,Cell chemical biology,open access,True,bronze,,http://www.cell.com/article/S2451945621000520/pdf,corpus/by-pmid/33631125.md
33635343,Simultaneously target of normal and stem cells-like gastric cancer cells via cisplatin and anti-CD133 CAR-T combination therapy.,2021,"Cancer immunology, immunotherapy : CII",open access,True,green,PMC10991976,https://www.ncbi.nlm.nih.gov/pmc/articles/10991976,corpus/by-pmid/33635343.md
33667951,Erratic journey of CRISPR/Cas9 in oncology from bench-work to successful-clinical therapy.,2021,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2020.100289,corpus/by-pmid/33667951.md
33685992,CRISPR-Mediated Kinome Editing Prioritizes a Synergistic Combination Therapy for FGFR1-Amplified Lung Cancer.,2021,Cancer research,open access,True,bronze,,https://aacrjournals.org/cancerres/article-pdf/81/11/3121/3071177/3121.pdf,corpus/by-pmid/33685992.md
33720045,Leveraging microenvironmental synthetic lethalities to treat cancer.,2021,The Journal of clinical investigation,open access,True,bronze,PMC7954586,http://www.jci.org/articles/view/143765/files/pdf,corpus/by-pmid/33720045.md
33754804,The next frontier of oncotherapy: accomplishing clinical translation of oncolytic bacteria through genetic engineering.,2021,Future microbiology,open access,True,green,PMC8356681,https://www.ncbi.nlm.nih.gov/pmc/articles/8356681,corpus/by-pmid/33754804.md
33778706,In Vivo Imaging of Mitochondrial Membrane Potential in Non-Small Cell Lung Cancer.,2020,Radiology. Imaging cancer,open access,True,diamond,PMC7983760,https://pubs.rsna.org/doi/pdf/10.1148/rycan.2020204006,corpus/by-pmid/33778706.md
33798643,Immunocompetent cancer-on-chip models to assess immuno-oncology therapy.,2021,Advanced drug delivery reviews,open access,True,hybrid,,https://doi.org/10.1016/j.addr.2021.03.015,corpus/by-pmid/33798643.md
33820780,"First-in-Human Phase I Study of ABBV-085, an Antibody-Drug Conjugate Targeting LRRC15, in Sarcomas and Other Advanced Solid Tumors.",2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/13/3556/3085996/3556.pdf,corpus/by-pmid/33820780.md
33826908,"Bioelectric signaling: Reprogrammable circuits underlying embryogenesis, regeneration, and cancer.",2021,Cell,open access,True,bronze,,http://www.cell.com/article/S0092867421002233/pdf,corpus/by-pmid/33826908.md
33837064,"Werner Helicase Is a Synthetic-Lethal Vulnerability in Mismatch Repair-Deficient Colorectal Cancer Refractory to Targeted Therapies, Chemotherapy, and Immunotherapy.",2021,Cancer discovery,open access,True,bronze,,https://cancerdiscovery.aacrjournals.org/content/candisc/11/8/1923.full.pdf,corpus/by-pmid/33837064.md
33840627,Thermal Ablation as an Alternative for Surgical Resection of Small (≤ 2 cm) Breast Cancers: A Meta-Analysis.,2021,Clinical breast cancer,open access,True,bronze,,http://www.clinical-breast-cancer.com/article/S1526820921000598/pdf,corpus/by-pmid/33840627.md
33849964,Can Biomarkers Guide Oncolytic Virus Immunotherapy?,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/12/3278/3090032/3278.pdf,corpus/by-pmid/33849964.md
33857616,Immunotherapy to get on point with base editing.,2021,Drug discovery today,open access,True,hybrid,,https://doi.org/10.1016/j.drudis.2021.04.003,corpus/by-pmid/33857616.md
33864458,Utility of 18F-AlF-NOTA-Octreotide PET/CT in the Localization of Tumor-Induced Osteomalacia.,2021,The Journal of clinical endocrinology and metabolism,open access,True,bronze,,https://academic.oup.com/jcem/article-pdf/106/10/e4202/41098029/dgab258.pdf,corpus/by-pmid/33864458.md
33883177,"Phase I/Ib Clinical Trial of Sabatolimab, an Anti-TIM-3 Antibody, Alone and in Combination with Spartalizumab, an Anti-PD-1 Antibody, in Advanced Solid Tumors.",2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/27/13/3620/3086305/3620.pdf,corpus/by-pmid/33883177.md
33888468,PBRM1 Deficiency Confers Synthetic Lethality to DNA Repair Inhibitors in Cancer.,2021,Cancer research,open access,True,bronze,,https://aacrjournals.org/cancerres/article-pdf/81/11/2888/3151027/2888.pdf,corpus/by-pmid/33888468.md
33904590,Addressing racial/ethnic disparities in cancer clinical trials: Everyone has a role to play.,2021,Cancer,open access,True,hybrid,,https://doi.org/10.1002/cncr.33600,corpus/by-pmid/33904590.md
33933518,A synthetically lethal nanomedicine delivering novel inhibitors of polynucleotide kinase 3'-phosphatase (PNKP) for targeted therapy of PTEN-deficient colorectal cancer.,2021,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,,https://doi.org/10.1016/j.jconrel.2021.04.034,corpus/by-pmid/33933518.md
33961843,Bioelectrical approaches to cancer as a problem of the scaling of the cellular self.,2021,Progress in biophysics and molecular biology,open access,True,hybrid,,https://doi.org/10.1016/j.pbiomolbio.2021.04.007,corpus/by-pmid/33961843.md
33966611,Targeting cell cycle regulation via the G2-M checkpoint for synthetic lethality in melanoma.,2021,"Cell cycle (Georgetown, Tex.)",open access,True,bronze,PMC8208119,https://www.tandfonline.com/doi/pdf/10.1080/15384101.2021.1922806?needAccess=true,corpus/by-pmid/33966611.md
34003702,Updated Standardized Definitions for Efficacy End Points (STEEP) in Adjuvant Breast Cancer Clinical Trials: STEEP Version 2.0.,2021,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,open access,True,green,PMC10166345,https://pmc.ncbi.nlm.nih.gov/articles/PMC10166345/pdf/jco-39-2720.pdf,corpus/by-pmid/34003702.md
34014531,Glucose Metabolism in Cancer: The Warburg Effect and Beyond.,2021,Advances in experimental medicine and biology,open access,True,hybrid,PMC9639450,https://doi.org/10.1007/978-3-030-65768-0_1,corpus/by-pmid/34014531.md
34032893,Phase I clinical trial of EGFR-specific CAR-T cells generated by the piggyBac transposon system in advanced relapsed/refractory non-small cell lung cancer patients.,2021,Journal of cancer research and clinical oncology,open access,True,green,PMC11801842,https://www.ncbi.nlm.nih.gov/pmc/articles/11801842,corpus/by-pmid/34032893.md
34038292,Approaches for refining and furthering the development of CAR-based T cell therapies for solid malignancies.,2021,Expert opinion on drug discovery,open access,True,hybrid,,https://www.tandfonline.com/doi/pdf/10.1080/17460441.2021.1929920?needAccess=true,corpus/by-pmid/34038292.md
34043927,"Antibody-drug conjugates, immune-checkpoint inhibitors, and their combination in breast cancer therapeutics.",2021,Expert opinion on biological therapy,open access,True,green,,http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/326808,corpus/by-pmid/34043927.md
34058542,Contactless delivery of plasmid encoding EGFP in vivo by high-intensity pulsed electromagnetic field.,2021,"Bioelectrochemistry (Amsterdam, Netherlands)",open access,True,hybrid,,https://doi.org/10.1016/j.bioelechem.2021.107847,corpus/by-pmid/34058542.md
34153784,SIROF stabilized PEDOT/PSS allows biocompatible and reversible direct current stimulation capable of driving electrotaxis in cells.,2021,Biomaterials,open access,True,hybrid,,https://doi.org/10.1016/j.biomaterials.2021.120949,corpus/by-pmid/34153784.md
34196308,Immunostimulatory bacterial antigen-armed oncolytic measles virotherapy significantly increases the potency of anti-PD1 checkpoint therapy.,2021,The Journal of clinical investigation,open access,True,bronze,PMC8245183,http://www.jci.org/articles/view/141614/files/pdf,corpus/by-pmid/34196308.md
34214730,Progress and prospect in tumor treating fields treatment of glioblastoma.,2021,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2021.111810,corpus/by-pmid/34214730.md
34218294,Epigenetic therapy in combination with a multi-epitope cancer vaccine targeting shared tumor antigens for high-risk myelodysplastic syndrome - a phase I clinical trial.,2022,"Cancer immunology, immunotherapy : CII",open access,True,green,PMC10992011,https://www.ncbi.nlm.nih.gov/pmc/articles/10992011,corpus/by-pmid/34218294.md
34253582,Overcoming Intrinsic Resistance of Cancer Cells to CAR T-Cell Killing.,2021,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,PMC11260069,https://aacrjournals.org/clincancerres/article-pdf/27/23/6298/3016077/6298.pdf,corpus/by-pmid/34253582.md
34269289,Chinese expert consensus of image-guided irreversible electroporation for pancreatic cancer.,2021,Journal of cancer research and therapeutics,open access,True,diamond,,https://doi.org/10.4103/jcrt.jcrt_1663_20,corpus/by-pmid/34269289.md
34292431,Landscape of EBV-positive gastric cancer.,2021,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,open access,True,bronze,,https://link.springer.com/content/pdf/10.1007/s10120-021-01215-3.pdf,corpus/by-pmid/34292431.md
34293320,Advanced mesoporous silica nanocarriers in cancer theranostics and gene editing applications.,2021,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,,https://doi.org/10.1016/j.jconrel.2021.07.029,corpus/by-pmid/34293320.md
34313408,"Effects of calcium electroporation, electrochemotherapy, and irreversible electroporation on quality of life and progression-free survival in patients with pancreatic cancer: IREC clinical study.",2021,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,open access,True,gold,,https://advances.umw.edu.pl/pdf/2021/30/7/765.pdf,corpus/by-pmid/34313408.md
34313786,Tonkinensine B induces apoptosis through mitochondrial dysfunction and inactivation of the PI3K/AKT pathway in triple-negative breast cancer cells.,2021,The Journal of pharmacy and pharmacology,open access,True,bronze,,https://academic.oup.com/jpp/article-pdf/73/10/1397/40324672/rgab108.pdf,corpus/by-pmid/34313786.md
34348348,Role of Epigenetic Therapy in the Modulation of Tumor Growth and Migration in Human Castration-Resistant Prostate Cancer Cells with Neuroendocrine Differentiation.,2022,Neuroendocrinology,open access,True,green,,https://hdl.handle.net/2434/891820,corpus/by-pmid/34348348.md
34358459,Replication gaps are a key determinant of PARP inhibitor synthetic lethality with BRCA deficiency.,2021,Molecular cell,open access,True,bronze,,http://www.cell.com/article/S1097276521005840/pdf,corpus/by-pmid/34358459.md
34365035,Epigenetic strategies to boost CAR T cell therapy.,2021,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,green,PMC8417511,https://www.ncbi.nlm.nih.gov/pmc/articles/8417511,corpus/by-pmid/34365035.md
34375163,Analysis of oncological outcomes of whole-gland therapy with high-intensity focused ultrasound for localized prostate cancer in clinical and technical aspects: a retrospective consecutive case-series analysis with a median 5-year follow-up.,2021,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2021.1945150?needAccess=true,corpus/by-pmid/34375163.md
34375182,Recent Advances in Lung Cancer Therapy Based on Nanomaterials: A Review.,2023,Current medicinal chemistry,open access,True,green,,https://hull-repository.worktribe.com/output/4163190,corpus/by-pmid/34375182.md
34396984,Epigenetic modifiers synergize with immune-checkpoint blockade to enhance long-lasting antitumor efficacy.,2021,The Journal of clinical investigation,open access,True,bronze,PMC8363265,http://www.jci.org/articles/view/151002/files/pdf,corpus/by-pmid/34396984.md
34406254,Effect of pulsed electromagnetic field therapy in patients with supraspinatus tendon tear.,2021,Revista da Associacao Medica Brasileira (1992),open access,True,diamond,,https://www.scielo.br/j/ramb/a/hfN3zJgNNjLrzxxhCbvQgJv/?lang=en&format=pdf,corpus/by-pmid/34406254.md
34411731,Lenvatinib enhances T cell immunity and the efficacy of adoptive chimeric antigen receptor-modified T cells by decreasing myeloid-derived suppressor cells in cancer.,2021,Pharmacological research,open access,True,hybrid,,https://doi.org/10.1016/j.phrs.2021.105829,corpus/by-pmid/34411731.md
34420446,Is high-intensity focused ultrasound (HIFU) an option for neoadjuvant therapy for borderline resectable pancreatic cancer patients? - a systematic review.,2021,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2021.1909150?needAccess=true,corpus/by-pmid/34420446.md
