pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
28359240,Elaborating the Role of Natural Products on the Regulation of Autophagy and their Potentials in Breast Cancer Therapy.,2018,Current cancer drug targets,paywalled,False,closed,,,corpus/by-pmid/28359240.md
28360118,Raising the pressure: Hemodynamic effects of splanchnic nerve stimulation.,2017,"Journal of applied physiology (Bethesda, Md. : 1985)",paywalled,False,closed,,,corpus/by-pmid/28360118.md
28365644,High-Throughput Genomics and Clinical Outcome in Hard-to-Treat Advanced Cancers: Results of the MOSCATO 01 Trial.,2017,Cancer discovery,paywalled,False,closed,,,corpus/by-pmid/28365644.md
28365947,Irreversible electroporation (Nanoknife® treatment) in the field of hepatobiliary surgery: Current status and future perspectives.,2017,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,paywalled,False,unknown,,,corpus/by-pmid/28365947.md
28368610,Bax Activation Blocks Self-Renewal and Induces Apoptosis of Human Glioblastoma Stem Cells.,2018,ACS chemical neuroscience,open access,True,green,,http://pubs.acs.org/doi/abs/10.1021/acschemneuro.7b00023,corpus/by-pmid/28368610.md
28376211,Rad51 Degradation: Role in Oncolytic Virus-Poly(ADP-Ribose) Polymerase Inhibitor Combination Therapy in Glioblastoma.,2017,Journal of the National Cancer Institute,open access,True,bronze,PMC6059185,https://academic.oup.com/jnci/article-pdf/109/3/djw229/25422305/djw229.pdf,corpus/by-pmid/28376211.md
28392199,Short-term clinical efficacy of percutaneous irreversible electroporation combined with allogeneic natural killer cell for treating metastatic pancreatic cancer.,2017,Immunology letters,paywalled,False,closed,,,corpus/by-pmid/28392199.md
28399638,Tumor-treating fields plus chemotherapy versus chemotherapy alone for glioblastoma at first recurrence: a post hoc analysis of the EF-14 trial.,2017,CNS oncology,open access,True,bronze,PMC6009218,https://www.futuremedicine.com/doi/pdf/10.2217/cns-2016-0049,corpus/by-pmid/28399638.md
28417251,Irreversible electroporation for the treatment of rabbit VX2 breast cancer.,2017,Biomedical microdevices,paywalled,False,closed,,,corpus/by-pmid/28417251.md
28427672,Current status and future perspectives of sonodynamic therapy in glioma treatment.,2017,Ultrasonics sonochemistry,paywalled,False,closed,,,corpus/by-pmid/28427672.md
28427800,The effect of Optune™ Tumor Treating Fields transducer arrays on skin radiation dose during radiotherapy.,2017,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,paywalled,False,closed,,,corpus/by-pmid/28427800.md
28433640,Partial Gland Treatment of Prostate Cancer Using High-Intensity Focused Ultrasound in the Primary and Salvage Settings: A Systematic Review.,2017,The Journal of urology,paywalled,False,closed,,,corpus/by-pmid/28433640.md
28440433,Effective cytotoxic activity of OSW-1 on colon cancer by inducing apoptosis in vitro and in vivo.,2017,Oncology reports,open access,True,bronze,,http://www.spandidos-publications.com/10.3892/or.2017.5582/download,corpus/by-pmid/28440433.md
28455584,Phase II study of S-1 plus bevacizumab combination therapy for patients previously treated for non-squamous non-small cell lung cancer.,2017,Cancer chemotherapy and pharmacology,paywalled,False,closed,,,corpus/by-pmid/28455584.md
28457851,Photodynamic therapy with epidermal ablation using fractional carbon-dioxide laser in the treatment of Bowen's disease: A case series.,2017,Photodiagnosis and photodynamic therapy,paywalled,False,closed,,,corpus/by-pmid/28457851.md
28457934,"Enhanced apoptosis, survivin down-regulation and assisted immunochemotherapy by curcumin loaded amphiphilic mixed micelles for subjugating endometrial cancer.",2017,"Nanomedicine : nanotechnology, biology, and medicine",paywalled,False,closed,,,corpus/by-pmid/28457934.md
28470383,Tumor treating fields in pediatric high-grade glioma.,2017,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,paywalled,False,closed,,,corpus/by-pmid/28470383.md
28473255,Inhibition of Akt and other AGC kinases: A target for clinical cancer therapy?,2018,Seminars in cancer biology,paywalled,False,closed,,,corpus/by-pmid/28473255.md
28475814,Multi-disciplinary management of locally advanced pancreatic cancer with irreversible electroporation.,2017,Journal of surgical oncology,paywalled,False,closed,,,corpus/by-pmid/28475814.md
28477079,[Irreversible electroporation (IRE) : A minimally invasive therapeutic option in prostate cancer].,2017,Der Radiologe,paywalled,False,closed,,,corpus/by-pmid/28477079.md
28478130,Mitochondrial Delivery of Doxorubicin Using MITO-Porter Kills Drug-Resistant Renal Cancer Cells via Mitochondrial Toxicity.,2017,Journal of pharmaceutical sciences,paywalled,False,closed,,,corpus/by-pmid/28478130.md
28501215,Assessment of in vitro dopamine-neuroblastoma cell interactions with a bioelectric biosensor: perspective for a novel in vitro functional assay for dopamine agonist/antagonist activity.,2017,Talanta,paywalled,False,closed,,,corpus/by-pmid/28501215.md
28508759,MRI-TRUS fusion for electrode positioning during irreversible electroporation for treatment of prostate cancer.,2017,"Diagnostic and interventional radiology (Ankara, Turkey)",open access,True,green,PMC5508957,https://doaj.org/article/b2c55a00f7324509bbf41d07f773b6f5,corpus/by-pmid/28508759.md
28524900,Tumor-Treating Fields: Nursing Implications for an Emerging Technology .,2017,Clinical journal of oncology nursing,paywalled,False,closed,,,corpus/by-pmid/28524900.md
28532763,Nanomaterial-Enabled Cancer Therapy.,2017,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,bronze,PMC5498831,http://www.cell.com/article/S1525001617302125/pdf,corpus/by-pmid/28532763.md
28536313,Dual Inhibition of NOX2 and Receptor Tyrosine Kinase by BJ-1301 Enhances Anticancer Therapy Efficacy via Suppression of Autocrine-Stimulatory Factors in Lung Cancer.,2017,Molecular cancer therapeutics,paywalled,False,closed,,,corpus/by-pmid/28536313.md
28537455,Efficacy of Dipeptide-Coated Magnetic Nanoparticles in Lung Cancer Models Under Pulsed Electromagnetic Field.,2017,Cancer investigation,paywalled,False,closed,,,corpus/by-pmid/28537455.md
28561706,Practice-Changing Abstracts From the 2016 Society for Neuro-Oncology Annual Scientific Meeting.,2017,American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,paywalled,False,closed,,,corpus/by-pmid/28561706.md
28564669,Recent Advances in the Treatment of Gliomas - Comprehensive Brain Tumor Center.,2017,Rhode Island medical journal (2013),paywalled,False,unknown,,,corpus/by-pmid/28564669.md
28566376,Ruxolitinib and Polycation Combination Treatment Overcomes Multiple Mechanisms of Resistance of Pancreatic Cancer Cells to Oncolytic Vesicular Stomatitis Virus.,2017,Journal of virology,open access,True,bronze,PMC5533928,https://jvi.asm.org/content/jvi/91/16/e00461-17.full.pdf,corpus/by-pmid/28566376.md
28578786,Treatment of Glioma in the 21st Century: An Exciting Decade of Postsurgical Treatment Advances in the Molecular Era.,2017,Mayo Clinic proceedings,open access,True,bronze,,http://www.mayoclinicproceedings.org/article/S0025619617300770/pdf,corpus/by-pmid/28578786.md
28595038,Bio-electric field enhancement: the influence on hyaluronan mediated motility receptors in human breast carcinoma.,2017,Discovery medicine,paywalled,False,unknown,,,corpus/by-pmid/28595038.md
28606724,"Sonodynamic therapy, a treatment developing from photodynamic therapy.",2017,Photodiagnosis and photodynamic therapy,paywalled,False,closed,,,corpus/by-pmid/28606724.md
28609681,Epigenetic modulation in cancer immunotherapy.,2017,Current opinion in pharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.coph.2017.05.006,corpus/by-pmid/28609681.md
28618944,Demethoxycurcumin in combination with ultraviolet radiation B induces apoptosis through the mitochondrial pathway and caspase activation in A431 and HaCaT cells.,2017,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,open access,True,gold,,https://journals.sagepub.com/doi/pdf/10.1177/1010428317706216,corpus/by-pmid/28618944.md
28620685,The efficacy of a new high intensity focused ultrasound therapy for locally advanced pancreatic cancer.,2017,Journal of cancer research and clinical oncology,open access,True,green,PMC11818961,https://www.ncbi.nlm.nih.gov/pmc/articles/11818961,corpus/by-pmid/28620685.md
28625958,Pain management of pancreatic cancer patients with high-intensity focused ultrasound therapy.,2017,Pakistan journal of pharmaceutical sciences,paywalled,False,unknown,,,corpus/by-pmid/28625958.md
28632992,Targeting the RhoGTPase/ROCK pathway for the treatment of VHL/HIF pathway-driven cancers.,2020,Small GTPases,open access,True,bronze,PMC6959287,https://www.tandfonline.com/doi/pdf/10.1080/21541248.2017.1336193?needAccess=true,corpus/by-pmid/28632992.md
28635336,New advances in focal therapy for early stage prostate cancer.,2017,Expert review of anticancer therapy,paywalled,False,closed,,,corpus/by-pmid/28635336.md
28638734,"Severe, but not mild heat-shock treatment induces immunogenic cell death in cancer cells.",2017,Oncoimmunology,open access,True,gold,PMC5467989,https://www.tandfonline.com/doi/pdf/10.1080/2162402X.2017.1311433?needAccess=true,corpus/by-pmid/28638734.md
28643305,[Interventional therapy of colorectal liver metastasis].,2017,Zhonghua wei chang wai ke za zhi = Chinese journal of gastrointestinal surgery,paywalled,False,unknown,,,corpus/by-pmid/28643305.md
28659469,ATM loss leads to synthetic lethality in BRCA1 BRCT mutant mice associated with exacerbated defects in homology-directed repair.,2017,Proceedings of the National Academy of Sciences of the United States of America,open access,True,bronze,PMC5530697,https://www.pnas.org/content/pnas/114/29/7665.full.pdf,corpus/by-pmid/28659469.md
28664468,Tumor Treating Fields in Neuro-Oncological Practice.,2017,Current oncology reports,paywalled,False,closed,,,corpus/by-pmid/28664468.md
28668834,Effects of Pulsed Electromagnetic Fields on Breast Cancer Cell Line MCF 7 Using Absorption Spectroscopy.,2017,Anticancer research,open access,True,bronze,,http://ar.iiarjournals.org/content/37/7/3453.full.pdf,corpus/by-pmid/28668834.md
28673584,PARP inhibitors in acute myeloid leukaemia therapy: How a synthetic lethality approach can be a valid therapeutic alternative.,2017,Medical hypotheses,paywalled,False,closed,,,corpus/by-pmid/28673584.md
28685607,State of the ablation nation: a review of ablative therapies for cure in the treatment of hepatocellular carcinoma.,2017,"Future oncology (London, England)",open access,True,hybrid,,https://www.futuremedicine.com/doi/pdf/10.2217/fon-2017-0061,corpus/by-pmid/28685607.md
28687047,The role of irreversible electroporation (IRE) for locally advanced pancreatic cancer: a systematic review of safety and efficacy.,2017,Scandinavian journal of gastroenterology,paywalled,False,closed,,,corpus/by-pmid/28687047.md
28688020,Salvage Therapy Options for Local Prostate Cancer Recurrence After Primary Radiotherapy: a Literature Review.,2017,Current urology reports,paywalled,False,closed,,,corpus/by-pmid/28688020.md
28699509,Combination of Multifunctional Nanoparticles and Interventional Techniques Makes Each Other Going Further in the Field of Cancer Treatment.,2018,Current drug metabolism,paywalled,False,closed,,,corpus/by-pmid/28699509.md
28705555,Sonodynamic Therapy Based on Combined Use of Low Dose Administration of Epirubicin-Incorporating Drug Delivery System and Focused Ultrasound.,2017,Ultrasound in medicine & biology,paywalled,False,closed,,,corpus/by-pmid/28705555.md
28715315,Of Fields and Phantoms : The Importance of Virtual Humans in Optimizing Cancer Treatment with Tumor Treating Fields.,2017,IEEE pulse,paywalled,False,closed,,,corpus/by-pmid/28715315.md
28733441,Molecular Screening for Cancer Treatment Optimization (MOSCATO-01) in Pediatric Patients: A Single-Institutional Prospective Molecular Stratification Trial.,2017,Clinical cancer research : an official journal of the American Association for Cancer Research,paywalled,False,closed,,,corpus/by-pmid/28733441.md
28746081,Synergism of Electrospun Nanofibers and Pulsed Electromagnetic Field on Osteogenic Differentiation of Induced Pluripotent Stem Cells.,2018,ASAIO journal (American Society for Artificial Internal Organs : 1992),paywalled,False,closed,,,corpus/by-pmid/28746081.md
28764995,Magnetically responsive microbubbles as delivery vehicles for targeted sonodynamic and antimetabolite therapy of pancreatic cancer.,2017,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,,https://ars.els-cdn.com/content/image/1-s2.0-S0168365917307605-fx1_lrg.jpg,corpus/by-pmid/28764995.md
28765323,Tumor-Treating Fields: A Fourth Modality in Cancer Treatment.,2018,Clinical cancer research : an official journal of the American Association for Cancer Research,paywalled,False,closed,,,corpus/by-pmid/28765323.md
28783621,Treatment of Cancer In Vitro Using Radiation and High-Frequency Bursts of Submicrosecond Electrical Pulses.,2018,IEEE transactions on bio-medical engineering,paywalled,False,closed,,,corpus/by-pmid/28783621.md
28796935,Focal irreversible electroporation as primary treatment for localized prostate cancer.,2018,BJU international,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bju.13983,corpus/by-pmid/28796935.md
28797846,African medicinal plants and their derivatives: Current efforts towards potential anti-cancer drugs.,2017,Experimental and molecular pathology,paywalled,False,closed,,,corpus/by-pmid/28797846.md
28811315,Quantitative Whole Genome Sequencing of Circulating Tumor Cells Enables Personalized Combination Therapy of Metastatic Cancer.,2017,Cancer research,paywalled,False,closed,,,corpus/by-pmid/28811315.md
28817371,Phase I/II Trial of Labetuzumab Govitecan (Anti-CEACAM5/SN-38 Antibody-Drug Conjugate) in Patients With Refractory or Relapsing Metastatic Colorectal Cancer.,2017,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,open access,True,green,PMC8259133,https://www.ncbi.nlm.nih.gov/pmc/articles/8259133,corpus/by-pmid/28817371.md
28817909,Re: Irreversible Electroporation of Small Renal Masses: Suboptimal Oncologic Efficacy in an Early Series.,2017,The Journal of urology,paywalled,False,closed,,,corpus/by-pmid/28817909.md
28822757,Quercetin exerts synergetic anti-cancer activity with 10-hydroxy camptothecin.,2017,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,paywalled,False,closed,,,corpus/by-pmid/28822757.md
28829584,Two-Dimensional Graphene Augments Nanosonosensitized Sonocatalytic Tumor Eradication.,2017,ACS nano,paywalled,False,closed,,,corpus/by-pmid/28829584.md
28830850,Irreversible electroporation for the treatment of localized prostate cancer: a summary of imaging findings and treatment feedback.,2017,"Diagnostic and interventional radiology (Ankara, Turkey)",open access,True,green,PMC5602361,https://research.tue.nl/en/publications/c20cbf1b-9332-4484-b29b-b061dc398f16,corpus/by-pmid/28830850.md
28834167,Feasibility and safety of focal irreversible electroporation as salvage treatment for localized radio-recurrent prostate cancer.,2017,BJU international,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bju.13991,corpus/by-pmid/28834167.md
28841803,"Tumor treating fields: a novel and effective therapy for glioblastoma: mechanism, efficacy, safety and future perspectives.",2017,Chinese clinical oncology,open access,True,hybrid,,https://doi.org/10.21037/cco.2017.06.29,corpus/by-pmid/28841803.md
28841932,CT-Guided Irreversible Electroporation for Locally Recurrent Prostate Cancer following Radical Prostatectomy and Salvage Radiation Therapy.,2017,Journal of vascular and interventional radiology : JVIR,paywalled,False,closed,,,corpus/by-pmid/28841932.md
28843620,The Combination of Glycolytic Inhibitor 2-Deoxyglucose and Microbubbles Increases the Effect of 5-Aminolevulinic Acid-Sonodynamic Therapy in Liver Cancer Cells.,2017,Ultrasound in medicine & biology,paywalled,False,closed,,,corpus/by-pmid/28843620.md
28849343,Skin toxicities associated with tumor treating fields: case based review.,2017,Journal of neuro-oncology,paywalled,False,closed,,,corpus/by-pmid/28849343.md
28856386,[Focal therapy of prostate cancer].,2017,Der Urologe. Ausg. A,paywalled,False,closed,,,corpus/by-pmid/28856386.md
28869167,Determinants associated with the correction of glomerular hyper-filtration one year after bariatric surgery.,2017,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,paywalled,False,closed,,,corpus/by-pmid/28869167.md
28869200,"Irreversible electroporation and thermal ablation of tumors in the liver, lung, kidney and bone: What are the differences?",2017,Diagnostic and interventional imaging,paywalled,False,closed,,,corpus/by-pmid/28869200.md
28870956,Targeted Delivery of Cordycepin to Liver Cancer Cells Using Transferrin-conjugated Liposomes.,2017,Anticancer research,open access,True,bronze,,http://ar.iiarjournals.org/content/37/9/5207.full.pdf,corpus/by-pmid/28870956.md
28871458,Percutaneous irreversible electroporation combined with allogeneic natural killer cell immunotherapy for patients with unresectable (stage III/IV) pancreatic cancer: a promising treatment.,2017,Journal of cancer research and clinical oncology,open access,True,green,PMC11819031,https://www.ncbi.nlm.nih.gov/pmc/articles/11819031,corpus/by-pmid/28871458.md
28885207,Effect of irreversible electroporation of prostate cancer on microcirculation: Imaging findings in contrast-enhanced T1-weighted 3D MRI.,2017,Clinical hemorheology and microcirculation,paywalled,False,closed,,,corpus/by-pmid/28885207.md
28893387,The effect of pulsed electromagnetic frequency therapy on health-related quality of life in military service members with chronic low back pain.,2017,Nursing outlook,paywalled,False,closed,,,corpus/by-pmid/28893387.md
28895032,Resection of Locally Advanced Pancreatic Cancer without Regression of Arterial Encasement After Modern-Era Neoadjuvant Therapy.,2018,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract,paywalled,False,closed,,,corpus/by-pmid/28895032.md
28918265,Amorphous liquid metal electrodes enabled conformable electrochemical therapy of tumors.,2017,Biomaterials,paywalled,False,closed,,,corpus/by-pmid/28918265.md
28927918,The Safety of Irreversible Electroporation on Nerves Adjacent to Treated Tumors.,2017,World neurosurgery,paywalled,False,closed,,,corpus/by-pmid/28927918.md
28928042,Effect of high intensity focused ultrasound (HIFU) in conjunction with a nanomedicines-microbubble complex for enhanced drug delivery.,2017,Journal of controlled release : official journal of the Controlled Release Society,paywalled,False,closed,,,corpus/by-pmid/28928042.md
28929209,Upper-Urinary-Tract Effects After Irreversible Electroporation (IRE) of Human Localised Renal-Cell Carcinoma (RCC) in the IRENE Pilot Phase 2a Ablate-and-Resect Study.,2018,Cardiovascular and interventional radiology,paywalled,False,closed,,,corpus/by-pmid/28929209.md
28967094,The inducers of immunogenic cell death for tumor immunotherapy.,2018,Tumori,paywalled,False,closed,,,corpus/by-pmid/28967094.md
28971750,The synergy between ionizing radiation and immunotherapy in the treatment of prostate cancer.,2017,Immunotherapy,paywalled,False,closed,,,corpus/by-pmid/28971750.md
28974431,Adenovirotherapy Delivering Cytokine and Checkpoint Inhibitor Augments CAR T Cells against Metastatic Head and Neck Cancer.,2017,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,bronze,PMC5675597,http://www.cell.com/article/S1525001617304240/pdf,corpus/by-pmid/28974431.md
28981385,"Randomized, Open-Label Phase II Study Evaluating the Efficacy and Safety of Talimogene Laherparepvec in Combination With Ipilimumab Versus Ipilimumab Alone in Patients With Advanced, Unresectable Melanoma.",2018,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,paywalled,False,closed,PMC6075852,,corpus/by-pmid/28981385.md
28982862,Photodynamic Therapy Using Indolines-Fused-Triazoles Induces Mitochondrial Apoptosis in Human Non-Melanoma BCC Cells.,2017,Anticancer research,paywalled,False,closed,,,corpus/by-pmid/28982862.md
28993931,Irreversible electroporation in the eradication of rabbit VX2 cervical tumors.,2017,Biomedical microdevices,paywalled,False,closed,,,corpus/by-pmid/28993931.md
29023236,End-to-end workflow for finite element analysis of tumor treating fields in glioblastomas.,2017,Physics in medicine and biology,open access,True,hybrid,,https://doi.org/10.1088/1361-6560/aa87f3,corpus/by-pmid/29023236.md
29033101,Re: Salvage High-intensity Focused Ultrasound (HIFU) for Locally Recurrent Prostate Cancer After Failed Radiation Therapy: Multi-institutional Analysis of 418 Patients.,2018,European urology,paywalled,False,closed,,,corpus/by-pmid/29033101.md
29051982,Irreversible electroporation of pancreatic adenocarcinoma: a primer for the radiologist.,2018,Abdominal radiology (New York),paywalled,False,closed,,,corpus/by-pmid/29051982.md
29054890,Natural Killer T-cell Immunotherapy in Combination with Chemotherapy-Induced Immunogenic Cell Death Targets Metastatic Breast Cancer.,2017,Cancer immunology research,paywalled,False,closed,,,corpus/by-pmid/29054890.md
29057436,Non-invasive therapeutic use of High-Intensity Focused Ultrasound (HIFU) with 3 Tesla Magnetic Resonance Imaging in women with symptomatic uterine fibroids.,2017,Ginekologia polska,open access,True,gold,,https://journals.viamedica.pl/ginekologia_polska/article/download/GP.a2017.0091/41712,corpus/by-pmid/29057436.md
29072895,Low-Frequency Pulsed Electromagnetic Field Is Able to Modulate miRNAs in an Experimental Cell Model of Alzheimer's Disease.,2017,Journal of healthcare engineering,open access,True,hybrid,,http://downloads.hindawi.com/journals/jhe/2017/2530270.pdf,corpus/by-pmid/29072895.md
29074037,High-intensity focused ultrasound therapy.,2018,Best practice & research. Clinical obstetrics & gynaecology,paywalled,False,closed,,,corpus/by-pmid/29074037.md
29095681,"Randomized Trial of ConquerFear: A Novel, Theoretically Based Psychosocial Intervention for Fear of Cancer Recurrence.",2017,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,paywalled,False,closed,,,corpus/by-pmid/29095681.md
29097305,Folate acid-Cyclodextrin/Docetaxel induces apoptosis in KB cells via the intrinsic mitochondrial pathway and displays antitumor activity in vivo.,2018,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,paywalled,False,closed,,,corpus/by-pmid/29097305.md
29097494,Gut microbiome influences efficacy of PD-1-based immunotherapy against epithelial tumors.,2018,"Science (New York, N.Y.)",paywalled,False,closed,,,corpus/by-pmid/29097494.md
29098502,Cadmium pyrithione suppresses tumor growth in vitro and in vivo through inhibition of proteasomal deubiquitinase.,2018,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",paywalled,False,closed,,,corpus/by-pmid/29098502.md
29098986,Gold nanoparticle nucleated cavitation for enhanced high intensity focused ultrasound therapy.,2017,Physics in medicine and biology,open access,True,hybrid,,https://iopscience.iop.org/article/10.1088/1361-6560/aa97e9/pdf,corpus/by-pmid/29098986.md
29102671,Preliminary Diagnostic Accuracy of Multiparametric Magnetic Resonance Imaging to Detect Residual Prostate Cancer Following Focal Therapy with Irreversible Electroporation.,2019,European urology focus,paywalled,False,closed,,,corpus/by-pmid/29102671.md
29107031,Prospective Multicenter Phase II Study on Focal Therapy (Hemiablation) of the Prostate with High Intensity Focused Ultrasound.,2018,The Journal of urology,paywalled,False,closed,,,corpus/by-pmid/29107031.md
29107274,"Focal Ablation of Early-Stage Prostate Cancer: Candidate Selection, Treatment Guidance, and Assessment of Outcome.",2017,The Urologic clinics of North America,open access,True,green,,http://hdl.handle.net/10044/1/54609,corpus/by-pmid/29107274.md
29109859,Candidate synthetic lethality partners to PARP inhibitors in the treatment of ovarian clear cell cancer.,2017,Biomedical reports,open access,True,bronze,PMC5663977,http://www.spandidos-publications.com/br/7/5/391/download,corpus/by-pmid/29109859.md
29115404,Downregulation of mitochondrial UQCRB inhibits cancer stem cell-like properties in glioblastoma.,2018,International journal of oncology,open access,True,bronze,,http://www.spandidos-publications.com/10.3892/ijo.2017.4191/download,corpus/by-pmid/29115404.md
29124315,"The class I/IV HDAC inhibitor mocetinostat increases tumor antigen presentation, decreases immune suppressive cell types and augments checkpoint inhibitor therapy.",2018,"Cancer immunology, immunotherapy : CII",open access,True,green,PMC11028326,https://www.ncbi.nlm.nih.gov/pmc/articles/11028326,corpus/by-pmid/29124315.md
29128845,Mitochondrial alkaline pH-responsive drug release mediated by Celastrol loaded glycolipid-like micelles for cancer therapy.,2018,Biomaterials,paywalled,False,closed,,,corpus/by-pmid/29128845.md
29137714,Checkpoint Blockade Plus Oncolytic Virus: A Hot Therapeutic Cancer Strategy.,2017,Trends in molecular medicine,paywalled,False,closed,,,corpus/by-pmid/29137714.md
29141114,pH/Ultrasound Dual-Responsive Gas Generator for Ultrasound Imaging-Guided Therapeutic Inertial Cavitation and Sonodynamic Therapy.,2018,Advanced healthcare materials,paywalled,False,closed,,,corpus/by-pmid/29141114.md
29143247,Using circulating tumor cells to evaluate the efficacy of irreversible electroporation for unresectasble pancreatic cancer.,2018,Immunologic research,paywalled,False,closed,,,corpus/by-pmid/29143247.md
29153290,Locally advanced pancreatic cancer: An emerging entity.,2018,Current problems in cancer,paywalled,False,closed,,,corpus/by-pmid/29153290.md
29158268,CAR T-Cell Therapies in Glioblastoma: A First Look.,2018,Clinical cancer research : an official journal of the American Association for Cancer Research,paywalled,False,closed,,,corpus/by-pmid/29158268.md
29168402,Liquid metal bath as conformable soft electrodes for target tissue ablation in radio-frequency ablation therapy.,2018,Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy,paywalled,False,closed,,,corpus/by-pmid/29168402.md
29175158,Multi-modal Potentiation of Oncolytic Virotherapy by Vanadium Compounds.,2018,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,hybrid,PMC5763159,http://www.cell.com/article/S1525001617305300/pdf,corpus/by-pmid/29175158.md
29186222,High-frequency irreversible electroporation targets resilient tumor-initiating cells in ovarian cancer.,2017,Integrative biology : quantitative biosciences from nano to macro,open access,True,bronze,,https://academic.oup.com/ib/article-pdf/9/12/979/27271631/c7ib00116a.pdf,corpus/by-pmid/29186222.md
29191269,Nonoperative Ablation of Pancreatic Neoplasms.,2018,The Surgical clinics of North America,paywalled,False,closed,,,corpus/by-pmid/29191269.md
29200110,High-grade Gliomas.,2017,"Continuum (Minneapolis, Minn.)",paywalled,False,closed,,,corpus/by-pmid/29200110.md
29202431,Triple negative breast cancer: Emerging therapeutic modalities and novel combination therapies.,2018,Cancer treatment reviews,paywalled,False,closed,,,corpus/by-pmid/29202431.md
29203668,Epigenetic therapy activates type I interferon signaling in murine ovarian cancer to reduce immunosuppression and tumor burden.,2017,Proceedings of the National Academy of Sciences of the United States of America,open access,True,bronze,PMC5754782,https://www.pnas.org/content/pnas/114/51/E10981.full.pdf,corpus/by-pmid/29203668.md
29205852,Glycyrrhetinic Acid Functionalized Graphene Oxide for Mitochondria Targeting and Cancer Treatment In Vivo.,2018,"Small (Weinheim an der Bergstrasse, Germany)",paywalled,False,closed,,,corpus/by-pmid/29205852.md
29236476,Oxygen-Self-Produced Nanoplatform for Relieving Hypoxia and Breaking Resistance to Sonodynamic Treatment of Pancreatic Cancer.,2017,ACS nano,paywalled,False,closed,,,corpus/by-pmid/29236476.md
29240541,"Surveillance or Metastasis-Directed Therapy for Oligometastatic Prostate Cancer Recurrence: A Prospective, Randomized, Multicenter Phase II Trial.",2018,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,paywalled,False,closed,,,corpus/by-pmid/29240541.md
29260225,Effect of Tumor-Treating Fields Plus Maintenance Temozolomide vs Maintenance Temozolomide Alone on Survival in Patients With Glioblastoma: A Randomized Clinical Trial.,2017,JAMA,open access,True,bronze,PMC5820703,https://jamanetwork.com/journals/jama/articlepdf/2666504/jama_stupp_2017_oi_170143.pdf,corpus/by-pmid/29260225.md
29275107,Transferrin targeted liposomal 5-fluorouracil induced apoptosis via mitochondria signaling pathway in cancer cells.,2018,Life sciences,paywalled,False,closed,,,corpus/by-pmid/29275107.md
29275465,Immunogenic and Non-immunogenic Cell Death in the Tumor Microenvironment.,2017,Advances in experimental medicine and biology,paywalled,False,closed,,,corpus/by-pmid/29275465.md
29284775,"L-arginine is an effective medication for prevention of endothelial dysfunction, a predictor of anthracycline cardiotoxicity in patients with acute leukemia.",2017,Experimental oncology,paywalled,False,unknown,,,corpus/by-pmid/29284775.md
29305141,Dequalinium-based functional nanosomes show increased mitochondria targeting and anticancer effect.,2018,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,paywalled,False,closed,,,corpus/by-pmid/29305141.md
29307242,Technology of irreversible electroporation and review of its clinical data on liver cancers.,2018,Expert review of medical devices,paywalled,False,closed,,,corpus/by-pmid/29307242.md
29316291,Immunomodulation characteristics by thermal ablation therapy in cancer patients.,2018,Asia-Pacific journal of clinical oncology,paywalled,False,closed,,,corpus/by-pmid/29316291.md
29328861,Radiofrequency Ablation Versus Stereotactic Body Radiotherapy for Localized Hepatocellular Carcinoma in Nonsurgically Managed Patients: Analysis of the National Cancer Database.,2018,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,open access,True,hybrid,,https://doi.org/10.1200/jco.2017.75.3228,corpus/by-pmid/29328861.md
